"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.096229000E0,-8.451425171E-1,9.330097961E-1,-9.348060608E-1,1.568003675E0
3.106207000E0,-1.820214844E-1,4.595443726E-2,8.020321655E-1,8.237106444E-1
3.116186000E0,3.227288818E-1,-8.014334106E-1,1.930834808E0,2.115318534E0
3.126164000E0,5.924679565E-1,-1.632804565E0,2.238145752E0,2.833084085E0
3.136143000E0,7.429051208E-1,-2.234702911E0,2.010169830E0,3.096221547E0
3.146121000E0,8.014334106E-1,-2.559677124E0,1.480571136E0,3.063712353E0
3.156100000E0,7.307803345E-1,-2.304906921E0,1.043031006E0,2.633353279E0
3.166079000E0,4.619393921E-1,-1.618733826E0,5.846841431E-1,1.782005260E0
3.176057000E0,1.128652954E-1,-9.360035706E-1,1.707948303E-1,9.581294970E-1
3.186036000E0,-1.140628052E-1,-2.315684509E-1,-1.154100037E-1,2.827609236E-1
3.196014000E0,-4.790039062E-3,4.486170959E-1,-3.755690002E-1,5.850917169E-1
3.205993000E0,2.496807861E-1,1.007405090E0,-8.434959412E-1,1.337419498E0
3.215971000E0,4.909790039E-1,1.379680939E0,-1.441652069E0,2.054979456E0
3.225950000E0,7.185058594E-1,1.322499847E0,-2.104324036E0,2.587167595E0
3.235929000E0,9.190887451E-1,8.657995605E-1,-2.715054016E0,2.994303143E0
3.245907000E0,1.174757080E0,2.013313293E-1,-3.055296478E0,3.279546473E0
3.255886000E0,1.428479462E0,-5.872288513E-1,-3.168760529E0,3.525114833E0
3.265864000E0,1.517394562E0,-1.347647552E0,-3.419189758E0,3.976116043E0
3.275843000E0,1.232836304E0,-2.057770844E0,-4.189787292E0,4.827900553E0
3.285821000E0,5.996530151E-1,-2.646496582E0,-5.171894989E0,5.840550117E0
3.295800000E0,-2.508782959E-1,-3.227288818E0,-5.695805511E0,6.551376455E0
3.305779000E0,-1.381926270E0,-3.332669678E0,-3.782334595E0,5.227089284E0
3.315756958E0,-2.363435211E0,-3.487447815E0,8.589138794E-1,4.299517567E0
3.325735958E0,-2.190993805E0,-4.102818146E0,4.905449066E0,6.759955705E0
3.335713958E0,-8.427474976E-1,-4.473896484E0,4.015100555E0,6.070173438E0
3.345692958E0,1.436562653E0,-4.837490387E0,4.426295471E-1,5.065663472E0
3.355670958E0,4.772525482E0,-6.608757019E0,-1.055934174E1,1.333987881E1
3.365649958E0,8.686436462E0,-1.534010010E1,-2.624507309E1,3.161608310E1
3.375628958E0,5.038672028E0,-2.538346481E1,-1.648656601E1,3.068412229E1
3.385606958E0,7.932005310E-1,-2.950798782E1,5.226231995E0,2.997772529E1
3.395585958E0,1.148112488E-1,-2.696687210E1,1.625664413E1,3.148815414E1
3.405563958E0,-4.779560852E-1,-2.209689926E1,9.367819519E0,2.400536277E1
3.415542958E0,5.843847656E-1,-1.902992706E1,-7.455246735E0,2.044652375E1
3.425521958E0,1.459914093E0,-2.142539566E1,-2.117556519E1,3.015930187E1
3.435499958E0,1.463506622E0,-2.580154541E1,-8.860524445E0,2.731978204E1
3.445478958E0,-1.941462708E-1,-2.374616959E1,3.208128662E0,2.396268667E1
3.455456958E0,-1.969903564E0,-1.966101471E1,-1.554517365E0,1.982050816E1
3.465435958E0,-1.957329712E0,-2.022369461E1,-1.260214371E1,2.390905664E1
3.475413958E0,-4.490661621E-3,-2.476495102E1,-1.955608292E1,3.155539888E1
3.485392958E0,2.487527161E0,-2.594973724E1,-1.688803116E1,3.106094414E1
3.495371958E0,4.229305115E0,-2.352013962E1,-1.021999741E1,2.599100491E1
3.505349958E0,5.829178162E0,-2.072754684E1,-8.008645935E0,2.297278664E1
3.515328958E0,6.992409210E0,-1.946312622E1,-7.770191803E0,2.209259943E1
3.525306958E0,6.648125153E0,-1.928484695E1,-5.473667450E0,2.112022551E1
3.535285958E0,5.256169739E0,-1.847353409E1,-4.166286163E0,1.965341503E1
3.545264958E0,3.689078522E0,-1.764276169E1,-4.952451324E0,1.869232769E1
3.555242958E0,2.807262268E0,-1.763063690E1,-5.845643921E0,1.878541008E1
3.565221958E0,2.852019196E0,-1.820663910E1,-4.963228912E0,1.908531797E1
3.575199958E0,2.836152191E0,-1.866962631E1,-3.269650726E0,1.916479381E1
3.585178958E0,2.509082336E0,-1.907618088E1,-1.820514221E0,1.932641827E1
3.595157958E0,2.105371857E0,-1.944710953E1,-7.912545776E-1,1.957673986E1
3.605135958E0,1.719324646E0,-1.898921173E1,-1.196312256E0,1.910438176E1
3.615114958E0,1.482367401E0,-1.757360550E1,-2.485431519E0,1.781028897E1
3.625092958E0,1.372645569E0,-1.503907608E1,-3.805835724E0,1.557377124E1
3.635071958E0,1.457519073E0,-1.209245361E1,-4.206103363E0,1.288577129E1
3.645050958E0,1.674717407E0,-8.944050751E0,-3.021167450E0,9.587918178E0
3.655028958E0,1.794468384E0,-5.741909637E0,-1.394200745E0,6.175227832E0
3.665007958E0,1.852397919E0,-2.753524017E0,-7.945477295E-1,3.412415370E0
3.674985958E0,1.994901581E0,-6.017486572E-2,-3.614982605E-1,2.028283591E0
3.684964958E0,2.113455048E0,2.294877777E0,7.634124756E-3,3.119810015E0
3.694943958E0,2.256258087E0,4.144132233E0,-6.661148071E-2,4.719000912E0
3.704921958E0,2.157313843E0,5.439837799E0,1.688488770E-1,5.854429796E0
3.714900958E0,1.968256989E0,6.079008636E0,3.613485718E-1,6.399918309E0
3.724878958E0,1.573827209E0,5.892197113E0,2.962339783E-1,6.105953936E0
3.734857958E0,1.038690033E0,5.302872620E0,4.610412598E-2,5.403837580E0
3.744836958E0,4.635859680E-1,4.502936096E0,-4.041595459E-3,4.526738536E0
3.754814958E0,-5.852828979E-2,3.494483185E0,1.820214844E-1,3.499710004E0
3.764793958E0,-3.363505554E-1,2.009271698E0,3.011737061E-1,2.059371276E0
3.774771958E0,-2.438429260E-1,7.589218140E-2,2.769241333E-1,3.767040899E-1
3.784750958E0,3.263214111E-2,-1.682501221E0,-7.514373779E-2,1.684494522E0
3.794729958E0,1.466949463E-1,-2.775827637E0,-4.969665527E-1,2.823776590E0
3.804707958E0,8.008346558E-2,-3.483106842E0,-5.995033264E-1,3.535229960E0
3.814686958E0,-9.984237671E-2,-3.570375366E0,-1.634600830E-1,3.575509468E0
3.824664958E0,-3.887416077E-1,-2.658321991E0,4.438270569E-1,2.723009053E0
3.834643958E0,-6.924600220E-1,-1.301244049E0,5.575904846E-1,1.575958155E0
3.844621958E0,-9.337582397E-1,-9.325607300E-2,1.924996948E-1,9.579442979E-1
3.854600958E0,-1.069825287E0,6.580316162E-1,-2.222877502E-1,1.275516992E0
3.864579958E0,-1.128203888E0,7.770341492E-1,-5.379812622E-1,1.471750631E0
3.874557958E0,-1.187181244E0,3.754193115E-1,-9.065148926E-1,1.540164996E0
3.884536958E0,-1.171164551E0,-8.113128662E-2,-1.406924286E0,1.832387687E0
3.894514958E0,-1.116528168E0,-4.861889648E-1,-1.694027252E0,2.086322887E0
3.904493958E0,-1.071920929E0,-8.150550842E-1,-1.896406403E0,2.325873279E0
3.914472958E0,-1.115779724E0,-1.153800659E0,-2.406395874E0,2.892570043E0
3.924450958E0,-1.289418640E0,-1.552122345E0,-3.115770721E0,3.712103365E0
3.934429958E0,-1.494043121E0,-2.100581818E0,-3.719165955E0,4.525130299E0
3.944407958E0,-1.587748260E0,-2.940634918E0,-4.259093170E0,5.413700481E0
3.954386958E0,-1.505120087E0,-3.986659698E0,-4.087549896E0,5.904820588E0
3.964365958E0,-1.289867706E0,-5.044060822E0,-2.891686707E0,5.955515115E0
3.974343958E0,-4.819976807E-1,-6.414311371E0,-8.090675354E-1,6.483078158E0
3.984322958E0,1.808838501E0,-8.623716888E0,-1.269060974E0,8.902297762E0
3.994300958E0,6.590195618E0,-1.301079391E1,-1.624017838E1,2.182784530E1
4.004279958E0,1.170296356E1,-1.803000641E1,-1.992207184E1,2.930749791E1
4.014258958E0,1.006402176E1,-2.321477463E1,-4.257296906E0,2.565803718E1
4.024236958E0,4.537813568E0,-2.386442368E1,1.166254761E1,2.694656724E1
4.034215958E0,2.823129272E-1,-2.171279800E1,1.085303101E1,2.427578175E1
4.044193958E0,-2.665656738E0,-1.695703766E1,-4.388723602E0,1.771744188E1
4.054172958E0,-2.428400116E0,-1.528636185E1,-1.611369141E1,2.234325483E1
4.064151958E0,4.430786133E-2,-1.617042343E1,-5.621709595E0,1.711981822E1
4.074129958E0,-1.553768921E-1,-1.693697937E1,-5.209167480E-2,1.693777216E1
4.084108958E0,-1.681004333E0,-1.643312714E1,-3.601510620E0,1.690693118E1
4.094086958E0,-3.884721680E0,-1.857143051E1,-1.134041748E1,2.210416618E1
4.104065958E0,-4.283342743E0,-2.816243591E1,-2.123289597E1,3.552894162E1
4.114044958E0,-2.538720703E0,-3.403188034E1,-1.800800217E1,3.858629451E1
4.124022958E0,-1.478325806E0,-2.961546432E1,-2.414628754E0,2.975048918E1
4.134001958E0,1.106798401E0,-2.346565292E1,1.506916351E0,2.354002266E1
4.143979958E0,3.905378723E0,-2.035317535E1,-2.977308655E0,2.093724186E1
4.153958958E0,6.057902527E0,-1.927856003E1,-6.283333740E0,2.116226223E1
4.163937958E0,8.606502686E0,-1.907169022E1,-5.809269562E0,2.171517601E1
4.173915958E0,1.069630692E1,-1.912557816E1,-2.998414764E0,2.211762222E1
4.183894958E0,1.149504593E1,-1.903471710E1,-1.227597198E0,2.227023868E1
4.193872958E0,1.137050491E1,-1.883697830E1,-1.139430542E0,2.203221359E1
4.203851958E0,1.070708450E1,-1.830094299E1,-1.949096832E0,2.129237308E1
4.213830958E0,9.520352325E0,-1.720387436E1,-2.286345520E0,1.979489270E1
4.223808958E0,7.820487213E0,-1.611009888E1,-2.197430420E0,1.804228385E1
4.233787958E0,5.708978119E0,-1.527947617E1,-2.131866760E0,1.644991425E1
4.243765958E0,3.366649017E0,-1.427641205E1,-2.137255554E0,1.482289202E1
4.253744958E0,1.098266144E0,-1.329460373E1,-2.139800262E0,1.351041902E1
4.263723958E0,-8.957373047E-1,-1.196491882E1,-1.741777954E0,1.212416670E1
4.273701958E0,-2.409689026E0,-9.911488953E0,-1.113235016E0,1.026077515E1
4.283680958E0,-3.315754852E0,-7.161258087E0,-2.380050659E-1,7.895219696E0
4.293658958E0,-3.659140778E0,-4.165537720E0,4.842430115E-1,5.565564394E0
4.303637958E0,-3.306474152E0,-1.637893982E0,3.832031250E-1,3.709759109E0
4.313616958E0,-2.360142059E0,5.450166321E-1,-2.664459229E-1,2.436864194E0
4.323594500E0,-1.134341125E0,2.206112366E0,-7.586224365E-1,2.594064294E0
4.333573500E0,-4.445755005E-2,3.429069214E0,-5.993536377E-1,3.481338382E0
4.343551500E0,6.536906433E-1,4.001778259E0,-2.338137817E-1,4.061552607E0
4.353530500E0,9.195378113E-1,4.089046783E0,1.360670471E-1,4.193371868E0
4.363508500E0,1.013692017E0,3.649411011E0,3.094065857E-1,3.800197977E0
4.373487500E0,1.148262177E0,2.701282654E0,3.249742126E-1,2.953141080E0
4.383466500E0,1.180295563E0,1.626517639E0,-7.005432129E-2,2.010861719E0
4.393444500E0,1.074315948E0,5.557942200E-1,-9.704319763E-1,1.550741820E0
4.403423500E0,9.912387085E-1,-5.270539856E-1,-1.861229553E0,2.173595071E0
4.413401500E0,9.315129089E-1,-1.649719391E0,-2.514620819E0,3.148429487E0
4.423380500E0,6.741979980E-1,-2.928809509E0,-3.084336090E0,4.306459938E0
4.433359500E0,3.369493103E-1,-3.849844208E0,-3.801644440E0,5.421008735E0
4.443337500E0,1.646575928E-2,-4.156107330E0,-3.675606537E0,5.548295475E0
4.453316500E0,-1.264869690E-1,-3.775448914E0,-1.793869629E0,4.181863424E0
4.463294500E0,-2.164498901E-1,-2.609972534E0,1.116378479E0,2.846947153E0
4.473273500E0,-6.709048462E-1,-1.157991943E0,3.446283417E0,3.697016100E0
4.483252500E0,-1.173858948E0,1.591191101E-1,4.536765747E0,4.688870564E0
4.493230500E0,-1.436412964E0,9.864486694E-1,3.879632263E0,4.252988323E0
4.503209500E0,-1.550176392E0,1.296454010E0,2.716850281E0,3.386017616E0
4.513187500E0,-1.085542603E0,1.206940155E0,1.515149231E0,2.220536978E0
4.523166500E0,-5.960604858E-1,8.014334106E-1,3.049159241E-1,1.044297532E0
4.533145500E0,-3.835025024E-1,1.454974365E-1,-5.387297058E-1,6.771066159E-1
4.543123500E0,-5.522016907E-1,-6.956034851E-1,-1.323847046E0,1.594164959E0
4.553102500E0,-6.686595154E-1,-1.116677856E0,-2.436782684E0,2.762604719E0
4.563080500E0,-1.848655701E-1,-1.426683197E0,-4.908592529E0,5.115064109E0
4.573059500E0,7.911048889E-1,-3.397035828E0,-9.158255310E0,9.799966310E0
4.583037500E0,1.068328400E0,-7.453749847E0,-1.127485382E1,1.355809873E1
4.593016500E0,-2.439926147E-2,-1.258552826E1,-9.462273102E0,1.574581624E1
4.602995500E0,2.351609802E-1,-2.045690964E1,-8.299042053E0,2.207746706E1
4.612973500E0,1.579814758E0,-2.830089798E1,-3.253783722E0,2.853110144E1
4.622952500E0,3.297941895E0,-3.461761230E1,4.764591980E-1,3.477761515E1
4.632930500E0,5.242847443E0,-3.896397400E1,-3.287763062E0,3.945235234E1
4.642909500E0,6.565796356E0,-3.171948898E1,-6.189478912E0,3.297795191E1
4.652888500E0,5.993985443E0,-1.904429718E1,-5.068160706E0,2.059852833E1
4.662866500E0,4.720284119E0,-1.217747681E1,-4.772226105E0,1.390489718E1
4.672845500E0,3.748804321E0,-8.867709503E0,-5.747298431E0,1.121254855E1
4.682823500E0,2.548001404E0,-8.755592651E0,-5.593119049E0,1.069746206E1
4.692802500E0,1.019230499E0,-1.225935654E1,-5.514382782E0,1.348106342E1
4.702780500E0,-8.665480042E-1,-1.807730804E1,-6.200256500E0,1.913068614E1
4.712759500E0,-2.409689026E0,-2.421065369E1,-6.537804565E0,2.519335709E1
4.722738500E0,-3.614683228E0,-2.945170486E1,-4.534969482E0,3.001724175E1
4.732716500E0,-3.842060394E0,-3.234488846E1,-3.084336090E0,3.271798231E1
4.742695500E0,-2.177521820E0,-3.304049194E1,-4.509821777E0,3.341787249E1
4.752673500E0,4.793032837E-1,-3.111309998E1,-7.553143158E0,3.202037934E1
4.762652500E0,2.790646820E0,-2.697151245E1,-9.006770325E0,2.857222612E1
4.772631500E0,4.403991852E0,-2.211890350E1,-7.826325073E0,2.387241924E1
4.782609500E0,5.675747223E0,-1.774619659E1,-6.096073151E0,1.960366568E1
4.792588500E0,6.506819000E0,-1.446516953E1,-5.049748993E0,1.664571380E1
4.802566500E0,6.495292969E0,-1.212673233E1,-4.094884644E0,1.435320689E1
4.812545500E0,5.998625793E0,-1.008677444E1,-2.390977936E0,1.197678194E1
4.822524500E0,5.196893005E0,-7.995922394E0,-9.595046997E-1,9.584525085E0
4.832502500E0,3.758085022E0,-6.322701874E0,-5.352868652E-1,7.374706370E0
4.842481500E0,1.964814148E0,-5.149591370E0,-3.493734741E-1,5.522757258E0
4.852459500E0,1.585203552E-1,-3.720213776E0,-1.745370483E-1,3.727677886E0
4.862438500E0,-1.148262177E0,-2.266287231E0,-8.143066406E-2,2.541888037E0
4.872416500E0,-2.039808197E0,-1.045426025E0,3.535647583E-1,2.319211309E0
4.882395500E0,-2.672392731E0,2.618055725E-1,8.161029053E-1,2.806465574E0
4.892374500E0,-3.029100952E0,1.360071716E0,9.677375793E-1,3.458578274E0
4.902352500E0,-2.943179626E0,1.883533173E0,9.126521301E-1,3.611500718E0
4.912331500E0,-2.395318909E0,2.079026642E0,9.842033386E-1,3.320927681E0
4.922309500E0,-1.469793549E0,2.350112915E0,1.294058990E0,3.059070522E0
4.932288500E0,-5.216651917E-1,2.435884552E0,1.339714050E0,2.828515840E0
4.942266500E0,2.103126526E-1,2.141147461E0,5.210664368E-1,2.213651755E0
4.952245500E0,7.948471069E-1,1.716630249E0,-4.933740234E-1,1.954998533E0
4.962224500E0,1.343905334E0,1.385219421E0,-1.407523041E0,2.388730940E0
4.972202500E0,2.025887146E0,1.003064117E0,-2.315534821E0,3.236055911E0
4.982181500E0,2.730771332E0,1.907034302E-1,-2.706222382E0,3.849301163E0
4.992159500E0,3.020718384E0,-1.017434235E0,-2.234253845E0,3.892531595E0
5.002138500E0,2.818638611E0,-1.607357483E0,-1.289268951E0,3.491494827E0
5.012117500E0,2.143841858E0,-1.667831726E0,-4.140390015E-1,2.747571450E0
5.022095500E0,1.089284821E0,-1.816472626E0,1.224453735E-1,2.121581271E0
5.032074500E0,-2.389031982E-1,-2.069895630E0,3.794609070E-1,2.117907750E0
5.042052500E0,-1.562301178E0,-2.145937500E0,6.369255066E-1,2.729744828E0
5.052031500E0,-2.619851990E0,-1.909878387E0,1.062490540E0,3.411765826E0
5.062009500E0,-3.294049988E0,-1.296304321E0,1.051712952E0,3.692867497E0
5.071988500E0,-3.494483185E0,-6.264472961E-1,4.899311829E-1,3.583836144E0
5.081967500E0,-3.159180450E0,-2.716850281E-1,-3.757186890E-1,3.193023396E0
5.091945500E0,-2.801873474E0,-1.661544800E-2,-1.475332031E0,3.166603171E0
5.101924500E0,-2.556982727E0,-3.203338623E-2,-2.541115723E0,3.605059767E0
5.111902500E0,-2.299518127E0,-5.251080322E-1,-3.406915283E0,4.143741523E0
5.121881500E0,-1.828747101E0,-1.516945496E0,-3.614832916E0,4.325789709E0
5.131859500E0,-1.004860382E0,-2.682122498E0,-3.543581085E0,4.556368333E0
5.141838500E0,1.148112488E-1,-4.242328033E0,-3.042123871E0,5.221594240E0
5.151817500E0,1.738035736E0,-6.501729584E0,-3.475173340E0,7.574304294E0
5.161795500E0,3.775897980E0,-9.369915161E0,-5.960155792E0,1.172928697E1
5.171774500E0,5.930068359E0,-1.390817780E1,-1.054093002E1,1.843134087E1
5.181752500E0,6.858886871E0,-2.060270645E1,-1.151255951E1,2.457752772E1
5.191731500E0,5.523513794E0,-2.666524933E1,-5.339845734E0,2.774993115E1
5.201709500E0,3.622766418E0,-3.056479019E1,-1.968855743E0,3.084164764E1
5.211688500E0,3.059936829E0,-2.935949661E1,-5.808820496E0,3.008464144E1
5.221667500E0,2.633323975E0,-2.284698944E1,-7.752827911E0,2.426985089E1
5.231645500E0,2.249222717E0,-1.743065277E1,-2.751727753E0,1.778928510E1
5.241624500E0,2.851719818E0,-1.495061005E1,-2.312091980E0,1.539476586E1
5.251602500E0,2.770438843E0,-1.320538925E1,-4.594844971E0,1.425377974E1
5.261581500E0,1.694176941E0,-1.234198471E1,-4.883444824E0,1.338068965E1
5.271559500E0,7.837701416E-1,-1.343860428E1,-4.331243134E0,1.414107661E1
5.281538500E0,3.197351074E-1,-1.625005783E1,-5.034480743E0,1.701506998E1
5.291517500E0,4.828958130E-1,-2.117436768E1,-8.779842224E0,2.292755251E1
5.301495500E0,1.294508057E0,-2.790512100E1,-1.176673096E1,3.031216730E1
5.311474500E0,2.189347229E0,-3.259831146E1,-1.014799713E1,3.421147464E1
5.321452833E0,3.112926636E0,-3.320934082E1,-6.305188293E0,3.394563344E1
5.331431833E0,3.901935883E0,-2.966067032E1,-5.291346588E0,3.038056642E1
5.341409833E0,4.821324005E0,-2.306748093E1,-5.949228516E0,2.430529081E1
5.351388833E0,6.215973816E0,-1.831965408E1,-5.310656433E0,2.006118461E1
5.361367833E0,7.108118591E0,-1.539578430E1,-4.537963257E0,1.755416289E1
5.371345833E0,7.342830505E0,-1.325403809E1,-4.027674408E0,1.567829221E1
5.381324833E0,7.297774200E0,-1.211580505E1,-3.596421204E0,1.459398800E1
5.391302833E0,7.138056335E0,-1.125150238E1,-2.907404022E0,1.363822394E1
5.401281833E0,6.425538025E0,-1.029573990E1,-2.227517853E0,1.233902892E1
5.411260833E0,5.088967438E0,-8.766220551E0,-1.472038879E0,1.024261250E1
5.421238833E0,3.198249207E0,-7.863148499E0,-8.550219727E-1,8.531644910E0
5.431217833E0,9.418414307E-1,-7.678432617E0,-4.644841003E-1,7.749912143E0
5.441195833E0,-9.240284729E-1,-6.476731567E0,-3.155438232E-1,6.549919719E0
5.451174833E0,-2.401755524E0,-4.859943695E0,-6.384223938E-1,5.458485639E0
5.461152833E0,-3.145409088E0,-3.325634308E0,-1.024170227E0,4.690668027E0
5.471131833E0,-3.008144531E0,-1.937271423E0,-1.198557587E0,3.773392953E0
5.481109833E0,-2.449955292E0,-8.626560974E-1,-5.331912231E-1,2.651556025E0
5.491088833E0,-1.975442047E0,1.199006653E-1,8.057743835E-1,2.136824702E0
5.501067833E0,-1.570683746E0,1.221160583E0,1.637893982E0,2.577009371E0
5.511045833E0,-1.007255402E0,1.779050446E0,1.613345032E0,2.604316825E0
5.521024833E0,-4.803511047E-1,2.008972321E0,4.210743713E-1,2.108082208E0
5.531002833E0,3.996688843E-2,1.989662476E0,-1.137035522E0,2.291986889E0
5.540981833E0,6.182144165E-1,1.874551849E0,-2.606080627E0,3.269218551E0
5.550959833E0,1.276395721E0,1.776356049E0,-3.795806580E0,4.380955882E0
5.560938833E0,1.904938660E0,1.582808533E0,-4.580325165E0,5.207057976E0
5.570917833E0,2.238894196E0,1.332379303E0,-4.371359711E0,5.088876845E0
5.580895833E0,2.215692444E0,5.432203674E-1,-2.751128998E0,3.573946297E0
5.590874833E0,1.848955078E0,-2.550695801E-1,-3.129991150E-1,1.892528419E0
5.600852833E0,1.099912720E0,-8.328680420E-1,2.164498901E0,2.566813718E0
5.610831833E0,1.442999268E-1,-1.281485138E0,4.106410675E0,4.304141640E0
5.620809833E0,-9.910890198E-1,-1.515598297E0,5.013075256E0,5.330123748E0
5.630788833E0,-1.987716522E0,-1.523980865E0,4.842729492E0,5.452115515E0
5.640767833E0,-2.397863617E0,-1.543889465E0,3.879931641E0,4.815310389E0
5.650745833E0,-2.296674042E0,-1.640289001E0,2.430346069E0,3.724492137E0
5.660724833E0,-1.988764343E0,-1.570234680E0,9.009764099E-1,2.689345470E0
5.670702833E0,-1.581461334E0,-1.097068634E0,-4.390370178E-1,1.974166417E0
5.680681833E0,-1.181193695E0,-8.746311951E-1,-1.557511139E0,2.141503962E0
5.690659833E0,-9.154962158E-1,-1.091081085E0,-2.479443970E0,2.859411418E0
5.700638833E0,-8.737330627E-1,-1.724713440E0,-3.357817383E0,3.874659145E0
5.710617833E0,-8.475375366E-1,-2.919229431E0,-4.918771362E0,5.782260117E0
5.720595833E0,-4.299060059E-1,-5.473517761E0,-7.806117096E0,9.543567466E0
5.730574833E0,4.372407532E-1,-8.858877869E0,-1.033226395E1,1.361714268E1
5.740552833E0,1.427731018E0,-1.304013290E1,-1.320718552E1,1.861486587E1
5.750531833E0,3.062182159E0,-1.811562836E1,-1.772434204E1,2.552851839E1
5.760509833E0,5.873635712E0,-2.365635635E1,-1.852951767E1,3.061806358E1
5.770488833E0,6.946454773E0,-2.603730515E1,-7.552993469E0,2.798646465E1
5.780467833E0,5.476661224E0,-2.308454544E1,4.031416626E0,2.406537713E1
5.790445833E0,3.206781464E0,-1.676543610E1,6.966513062E0,1.843625773E1
5.800424833E0,9.234297180E-1,-1.177810730E1,2.786605225E0,1.213843905E1
5.810402833E0,-7.694000244E-2,-9.420360260E0,-4.190086670E0,1.031047688E1
5.820381833E0,-7.301815796E-1,-9.558672638E0,-9.570647736E0,1.354616868E1
5.830359833E0,-1.873354340E0,-1.099059494E1,-9.293274536E0,1.451439235E1
5.840338833E0,-2.606380005E0,-1.268746628E1,-7.976462860E0,1.521147518E1
5.850316833E0,-3.394790497E0,-1.692290863E1,-9.600735168E0,1.975053303E1
5.860295833E0,-3.665278015E0,-2.507914764E1,-1.291110123E1,2.844458550E1
5.870274833E0,-2.975213013E0,-3.219355316E1,-1.193617859E1,3.446373626E1
5.880252833E0,-2.003284149E0,-3.263543427E1,-5.744005280E0,3.319756488E1
5.890231833E0,7.295828247E-1,-3.017589890E1,-4.915627899E0,3.058235705E1
5.900209833E0,3.602708130E0,-2.746578461E1,-8.949289856E0,2.911079901E1
5.910188833E0,5.442532196E0,-2.367701340E1,-9.499844971E0,2.608580408E1
5.920166833E0,7.725285187E0,-1.893906601E1,-6.374793549E0,2.142443104E1
5.930145833E0,9.608069916E0,-1.594139969E1,-5.678142242E0,1.945981837E1
5.940124833E0,1.068313431E1,-1.515972519E1,-7.541467438E0,2.002049843E1
5.950102833E0,1.056592804E1,-1.558020081E1,-7.720944214E0,2.034685411E1
5.960081833E0,9.036708069E0,-1.633792511E1,-6.432124329E0,1.974745839E1
5.970059833E0,6.674620056E0,-1.655811722E1,-5.361101532E0,1.864036503E1
5.980038833E0,3.414699097E0,-1.637115601E1,-4.257296906E0,1.725686808E1
5.990016833E0,1.639091492E-1,-1.588556580E1,-3.328628082E0,1.623138416E1
5.999995833E0,-2.087109833E0,-1.440993439E1,-2.361040192E0,1.475048295E1
6.009974833E0,-3.132086792E0,-1.228555206E1,-1.897903290E0,1.281978136E1
6.019952833E0,-3.159479828E0,-1.026041336E1,-1.473685455E0,1.083651900E1
6.029931833E0,-2.675985260E0,-8.133186951E0,-6.607260132E-1,8.587559953E0
6.039909833E0,-1.908830566E0,-5.375321960E0,1.277443542E0,5.845475371E0
6.049888833E0,-1.033001862E0,-2.671494598E0,2.158211975E0,3.586342868E0
6.059866833E0,-1.272354126E-1,-2.258802795E-1,1.924697571E0,1.942079167E0
6.069845833E0,5.348377991E-1,1.974693604E0,5.170248413E-1,2.110161365E0
6.079824833E0,8.220904541E-1,3.431613922E0,-1.106049957E0,3.697993149E0
6.089802833E0,6.578819275E-1,4.115990753E0,-1.102457428E0,4.311565944E0
6.099781833E0,2.239343262E-1,4.093537445E0,1.359173584E-1,4.101910399E0
6.109759833E0,-3.068618774E-2,3.695814514E0,7.961943054E-1,3.780729022E0
6.119738833E0,-2.080673218E-2,3.482358398E0,3.592529297E-1,3.500902113E0
6.129716833E0,7.020401001E-2,3.267106018E0,-5.319937134E-1,3.310880192E0
6.139695833E0,4.113446045E-1,2.717598724E0,-1.151555328E0,2.980038068E0
6.149673833E0,9.162446594E-1,1.652114410E0,-1.355730743E0,2.325293992E0
6.159652833E0,1.327589264E0,2.092648315E-1,-1.589843903E0,2.081799380E0
