"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.233707167E0,1.463970599E0,3.602789991E0,-8.628788763E-1,3.983448956E0
2.243648167E0,1.474295612E0,3.725955157E0,-5.082586956E-1,4.039135586E0
2.253589167E0,1.644651609E0,3.606378427E0,-1.244170729E-1,3.965642934E0
2.263530167E0,1.942836803E0,3.689835151E0,1.507680984E-1,4.172796342E0
2.273471167E0,2.186404910E0,3.835517360E0,1.224558803E-1,4.416622611E0
2.283411167E0,2.318926206E0,3.770861773E0,-7.557995835E-2,4.427474403E0
2.293352167E0,2.177255187E0,3.836152368E0,-2.178929464E-1,4.416331336E0
2.303293167E0,1.761167321E0,4.003077511E0,-1.744411540E-1,4.376844709E0
2.313234167E0,1.407513685E0,3.846886686E0,6.623725891E-2,4.096830400E0
2.323174167E0,1.539811325E0,3.254122276E0,5.682394338E-1,3.644616133E0
2.333115167E0,1.709271528E0,3.222920948E0,1.018525910E0,3.787640905E0
2.343056167E0,1.363556949E0,3.737236775E0,1.563128998E0,4.274295091E0
2.352997167E0,1.059684753E0,4.165457028E0,1.905653189E0,4.701646319E0
2.362938167E0,9.396960872E-1,4.550872740E0,2.007272535E0,5.061878550E0
2.372878167E0,9.395969769E-1,4.911870478E0,1.971719125E0,5.375592096E0
2.382819167E0,1.154669409E0,3.246871144E0,-3.284911959E0,4.760890699E0
2.392760167E0,1.645819152E0,1.308236150E0,-3.617718517E0,4.184266934E0
2.402701167E0,1.893766092E0,1.345735513E0,3.059442154E0,3.841554422E0
2.412642167E0,2.147827612E0,4.524967235E-1,3.334775845E0,3.992323468E0
2.422582167E0,2.393430258E0,-1.473929869E0,-5.512170196E-2,2.811408199E0
2.432523167E0,2.215701507E0,-7.181128095E0,-3.264015180E0,8.193395449E0
2.442464167E0,-6.680113515E-1,-2.288057585E1,-5.233370275E0,2.348095302E1
2.452405167E0,6.802785176E-1,-3.124712985E1,-9.134993332E0,3.256215604E1
2.462345167E0,8.102438782E0,-3.181330639E1,-5.805589909E0,3.333827908E1
2.472286167E0,1.426797919E1,-2.178478191E1,2.290411089E0,2.614188088E1
2.482227167E0,1.140581157E1,-1.248341249E1,4.540578132E0,1.750842582E1
2.492168167E0,2.103894996E0,-7.920165283E0,4.423624463E0,9.312563861E0
2.502109167E0,-8.791510343E0,-4.265715727E0,4.874637748E0,1.092012262E1
2.512049167E0,-1.623266119E1,8.750907862E-1,4.829486133E0,1.695844951E1
2.521990167E0,-1.661066030E1,3.672687607E0,4.294823166E0,1.754560275E1
2.531931167E0,-1.227489025E1,2.838236139E0,3.226064411E0,1.300522997E1
2.541872167E0,-5.829104487E0,8.184675193E-1,2.112734671E0,6.253958425E0
2.551813167E0,-2.619920987E0,-6.720286810E-1,5.115682928E-1,2.752691527E0
2.561753167E0,-8.181947467E-1,-2.094453936E0,-3.147006547E-1,2.270510170E0
2.571694167E0,6.603819045E-1,-3.299142328E0,-5.203367043E-1,3.404584357E0
2.581635167E0,1.677617041E0,-3.595738834E0,2.583371504E-1,3.976238773E0
2.591576167E0,2.970783162E0,-3.251300994E0,1.736949323E0,4.734290201E0
2.601516167E0,3.786636976E0,-2.428971389E0,2.430378814E0,5.113243860E0
2.611457167E0,3.684340815E0,-1.349534449E0,2.963879062E0,4.917335617E0
2.621398167E0,3.114825227E0,-4.141232014E-1,3.643843877E0,4.811572759E0
2.631339167E0,2.488029436E0,3.817652947E-1,4.306363816E0,4.988066211E0
2.641280167E0,1.804965890E0,1.609682336E0,4.813781682E0,5.387158172E0
2.651220167E0,1.026447425E0,3.834377738E0,3.696851810E0,5.424275091E0
2.661161167E0,1.980771711E-1,4.901997455E0,8.394584388E-2,4.906715859E0
2.671102167E0,-5.594682448E-1,4.544372390E0,1.282174525E-1,4.580476487E0
2.681043167E0,-1.105735962E0,4.613084775E0,2.784435908E0,5.500571469E0
2.690983250E0,-1.159978243E0,5.515804825E0,4.570473191E0,7.256643686E0
2.700923250E0,-1.062687298E0,6.422724929E0,5.661315125E0,8.627351202E0
2.710864250E0,-1.466084367E0,6.285805943E0,5.557193171E0,8.517226994E0
2.720805250E0,-1.739583786E0,5.268295110E0,4.529391239E0,7.162155409E0
2.730746250E0,-1.195744491E0,3.280208459E0,3.579607243E0,5.000316033E0
2.740687250E0,4.805303219E-1,2.263140845E0,3.012300732E0,3.798245855E0
2.750627250E0,1.259760101E0,2.489753196E0,2.538882086E0,3.772504305E0
2.760568250E0,6.516555199E-1,2.704871090E0,2.573901938E0,3.790244546E0
2.770509250E0,-3.612965316E-2,2.849385025E0,3.402003622E0,4.437784246E0
2.780450250E0,-3.190471825E-1,3.022104174E0,3.554466847E0,4.676445157E0
2.790391250E0,-4.651202774E-1,3.323920489E0,2.662463281E0,4.284097923E0
2.800331250E0,-6.352654821E-1,3.664980977E0,1.510971688E0,4.014807994E0
2.810272250E0,-9.570976934E-1,4.091911334E0,2.584007388E-1,4.210290406E0
2.820213250E0,-1.290385477E0,4.524566116E0,-5.050842422E-1,4.732008380E0
2.830154250E0,-1.515366163E0,4.885536373E0,-9.971742171E-1,5.211444779E0
2.840095250E0,-1.510898598E0,4.328493773E0,-2.201439271E0,5.085765211E0
2.850035250E0,-1.054906408E0,3.277821041E0,-4.076793943E0,5.336402080E0
2.859976250E0,-8.663790196E-2,2.519220239E0,-5.561187404E0,6.105799054E0
2.869917250E0,1.074394301E0,4.516833758E-1,-6.690862452E0,6.791611100E0
2.879858250E0,2.021257905E0,-2.911302361E0,-7.268398374E0,8.086456571E0
2.889798250E0,2.322016167E0,-6.858926632E0,-7.663077829E0,1.054321561E1
2.899739250E0,3.012631685E0,-9.780445833E0,-7.610723029E0,1.275367302E1
2.909680250E0,3.080106799E0,-1.035379106E1,-6.320972267E0,1.251569964E1
2.919621250E0,1.741329473E0,-6.922550186E0,-5.301527760E0,8.891576126E0
2.929562250E0,-1.892661846E-1,-1.045652313E0,-5.647929679E0,5.747027067E0
2.939502250E0,-1.406498609E0,5.239670650E0,-5.357333001E0,7.624526461E0
2.949443250E0,-2.108664424E0,8.635365711E0,-3.589072715E0,9.586315746E0
2.959384250E0,-2.421715579E0,6.925231719E0,-1.580324051E0,7.504729496E0
2.969325250E0,-2.671778773E0,1.121942689E0,3.576040149E-1,2.919766744E0
2.979266250E0,-2.300068350E0,-4.269537467E0,1.432529536E0,5.056817721E0
2.989206250E0,-1.479840746E-2,-7.327416075E0,2.194003367E0,7.648849332E0
2.999147250E0,4.294351003E0,-1.150115978E1,1.419584092E0,1.235853332E1
3.009088250E0,8.969795457E0,-1.550541375E1,-3.858584918E0,1.832385777E1
3.019029250E0,9.108328274E0,-1.239033885E1,-8.055235380E0,1.735998150E1
